"image_id","tortuosity_class"
"a739db2c-e8b9-0068-22c4-a64b7aae5e1c.jpg","1"
"0524697a-ef16-0f28-2306-61435302c999.jpg","1"
"463299e2-3fbb-8236-4243-9ec41aeac4d4.jpg","0"
"88083bc9-a544-a0ed-cbf9-ea3b37df1fcc.jpg","0"
"09656ab9-1115-0fa7-21d2-55ef8e3d80c6.jpg","0"
"cb0ceebc-29b1-de0f-cda4-ff0be0f2f45d.jpg","0"
"a883645f-4b91-cf85-5c76-e6f80b624393.jpg","0"
"1707bea0-2626-0d66-35ed-158e4c3f8090.jpg","0"
"4007d5e5-d64e-9ee3-cbb8-db368b220bf1.jpg","0"
"2aa87f8e-1695-7bfd-f071-eb26bc95323f.jpg","0"
"b83aded8-b670-65ba-f9ca-b511156a6862.jpg","0"
"8d8412f1-9038-fd8e-132c-e77063dfbf82.jpg","0"
"eef54980-3e86-0b3d-d9ad-b00ad9618b09.jpg","0"
"fa8b1636-1c56-0993-0065-e5a674fe2adf.jpg","0"
"bea46619-420a-b53c-1121-0a4048e30ef6.jpg","0"
"d12a4678-d465-748d-0bcd-3abe777a0f08.jpg","0"
"cc67f66d-8e6b-0b69-4a2a-7a6efc0d037e.jpg","0"
"1c8ece07-8012-aa3e-add8-7f519c8d431e.jpg","0"
"2899faf7-728b-c1fc-bc0c-ecb61257fabf.jpg","0"
"9a2dd5ba-5633-c3b6-4490-faac4c3ef1ca.jpg","0"
"c854de4a-6ab9-ca7e-56d9-13fb17bd0a3d.jpg","0"
"06483a6c-cd7b-2657-b6a7-44c431805521.jpg","0"
"4a5735b7-49af-8813-0eaf-3ce14f4691b2.jpg","0"
"4c303a22-f3c9-bc75-2d26-4e2aa78b725c.jpg","0"
"5f56076d-9a34-c385-aac8-c28fd98e47ed.jpg","0"
"a0fab036-9626-77fb-3be3-6a332a50178e.jpg","0"
"ffd981ee-bdf6-da03-4f1b-1244dbcff8de.jpg","0"
"63dc5a32-569b-ee64-9bfd-f53f41829fff.jpg","1"
"789d25c4-e632-24d5-1712-3912a7c0c811.jpg","0"
"87b8e177-6504-cbab-6ec9-29d13e09113f.jpg","0"
"07cbfc54-73ef-4798-9c54-7d7bdb98f64b.jpg","0"
"6010fe23-6d87-8842-6e8a-60b09325d27d.jpg","0"
"d1ce4db9-9eec-4972-d29a-ad28d338675e.jpg","0"
"a74ead89-80d2-ffb6-72a4-fa43fee5166c.jpg","0"
"4f7b8643-aed8-6886-c894-d06dc8cef7dc.jpg","0"
"17585548-7db5-fc29-e226-3fc011a3c13e.jpg","0"
"74f38940-a7a6-3d00-2606-074621a6dc89.jpg","0"
"995eb38f-fd25-143c-c7f1-19a1fb39451b.jpg","0"
"9f835b4d-6485-b350-538b-7828457ea407.jpg","1"
"75634a63-9385-0693-06e3-66b280019e66.jpg","0"
"57d64803-8199-a521-98ad-cd8ce12d9108.jpg","0"
"a5d9c6ec-81bf-bc29-6202-38c75565f555.jpg","0"
"26b1332c-2b6c-f6bd-6df0-920ac3e06eb8.jpg","0"
"34eed757-2b43-f41d-f0b4-b3bd9450a1bc.jpg","0"
"fa693c2c-4daa-097c-0c1d-6b967dc62180.jpg","0"
"b290a625-c603-f7e7-0076-3e87a3b3d9d3.jpg","0"
"07d89d3f-3c4a-6b12-d15a-a6c817d27060.jpg","0"
"da74c01b-a71b-a881-8f96-da9bcb177cfc.jpg","0"
"b4136841-9dab-8c37-b8a8-e69f05257e81.jpg","0"
"a24bfe89-7c2e-2370-a533-c3a288f83b0c.jpg","0"
"c0d2aba3-9f20-c4b2-7a43-0a9121aa88b1.jpg","1"
"d26ba43f-9559-c2c4-830a-a61ad700c2ee.jpg","0"
"f9a7e3a8-daec-f118-3af6-fa2e07d059a4.jpg","0"
"7191986f-825f-5b83-543f-bb5d990ee8c3.jpg","0"
"6ea15b3a-5013-c2dc-b99c-9d803df4198b.jpg","0"
"7ebdfeb8-9c85-ba75-d290-7c6364bf0e94.jpg","0"
"23f7ce8d-4e16-c484-7fe0-d1d787db6a10.jpg","0"
"5b485f0b-83ad-a1f1-55e5-755e70f38ba5.jpg","1"
"a0b7468f-58e6-6075-e2fc-00e124a3d374.jpg","0"
"f9066cf6-5583-21ec-1617-742fb470474f.jpg","0"
"1360ef20-9383-9972-d6b6-b083cea2449e.jpg","0"
"211adcf0-a3a6-cfd0-84ed-7c0ce03bb5e3.jpg","0"
"d69c7f74-83ea-37de-2446-e9c17ea10f7a.jpg","1"
"aac2e683-2f9c-533b-0a30-e26f273ab6b4.jpg","0"
"329d0b5c-2412-4076-b9df-acfa7e08e873.jpg","1"
"19537add-f9ea-bd0b-d23f-7b71ea877de2.jpg","0"
"44b5848b-fece-6d3e-caab-f72197423251.jpg","0"
"c52b93bc-eeb1-482c-a86f-b8ef76301515.jpg","0"
"2dd14452-ed08-542a-cc5b-fc7d81b69a7e.jpg","0"
"53bd8b68-115f-a3cf-048d-5eb143f40675.jpg","0"
"d4443eee-eeff-79b9-20fe-d8136df5a992.jpg","0"
"86d0efab-132d-4b29-e947-ffa4d891d3c6.jpg","0"
"d140e304-2716-13bd-0590-86294fb14083.jpg","0"
"eacc5c5d-e02f-28c5-f9e9-9e6a95d1272b.jpg","0"
"1e8092ff-3257-c174-790f-538e78d63a5d.jpg","0"
"4a2ef21b-cf90-91c4-525f-38096c813630.jpg","0"
"09cfb1a8-5d88-ca09-946f-ef6105bbac07.jpg","0"
"9cf0c841-7356-4012-6a03-ac8834c108c0.jpg","1"
"76ebb183-e981-6c42-8136-3e5b569589af.jpg","0"
"14f332bd-2831-3007-ac23-ba9e9411e67f.jpg","0"
"17d47e32-4598-98dc-66f7-589633b67d0f.jpg","0"
"428b35c9-1234-02fc-8ab8-afc711ebec39.jpg","1"
"060761a1-00e9-a554-6666-d0e7c72e80a2.jpg","0"
"49fe0aab-25f8-8d1d-c4ea-2a3ef1d3acab.jpg","0"
"ac5622d5-38c9-e6b4-714b-c8107429636c.jpg","0"
"c930503a-df41-bb3a-012a-f4d4ab78f3e0.jpg","0"
"51e51522-2032-aeac-6bd0-5d3331c2efed.jpg","0"
"2807f34c-f1e7-c992-a5c7-0ab4ea817206.jpg","0"
"2a7b514b-0c62-e811-b2e9-85cae10e5d22.jpg","0"
"d46c662a-97d9-ced0-701f-433ff00e558b.jpg","0"
"49d58d72-86b9-f58a-2e48-8cbc6e612a47.jpg","0"
"e9f47cfd-8ff4-d049-37ec-b9e6334ebe62.jpg","1"
"7a794a57-f21d-7e29-312c-07cc706ee24a.jpg","1"
"5b52bd30-6c0a-e94a-25c0-625f6469154a.jpg","0"
"6df42e6b-83b0-6097-b705-c67dc476385f.jpg","0"
"8306d786-8db5-5222-139a-5aed303cbdaa.jpg","0"
"071a6819-8752-075d-1dd4-ccae05974964.jpg","0"
"1c0a8b6f-2f50-700f-e180-bc049e07e070.jpg","0"
"394ef2b1-89b1-f1ec-edc3-36a23b10097b.jpg","0"
"b50d8897-ce2a-f405-c07f-b98d2619b2fd.jpg","0"
"4f8d61e8-19fd-6641-b883-f4f1750d4310.jpg","0"
"0abe7457-5993-73eb-ed4f-718ae13820f8.jpg","0"
"09669256-293a-f852-87ce-0317d88fc00b.jpg","1"
"092e5540-4fe0-75ca-a958-7052d1da6f06.jpg","1"
"99c416e6-865c-752a-7997-29a9a39bb35f.jpg","0"
"43b7190d-3fa4-4329-a984-1c7e730657da.jpg","0"
"afca4cac-b379-01ee-5537-e8769ce0c252.jpg","0"
"2fbc72ed-b260-e44c-58e3-0ace762b0be1.jpg","0"
"9a8c0b26-a7af-d232-1bbd-1ee9ef459dd7.jpg","0"
"ee434b96-6bb5-2c08-964d-0765b8093801.jpg","1"
"7737b3a2-14e7-a48c-6844-c81f71785fce.jpg","0"
"dd55049c-8c1a-b4c8-c24b-a8dc87f7543f.jpg","0"
"59174873-5f9e-a84e-66fe-416368282570.jpg","0"
"438d41d0-1555-30d1-90f0-6507e015890a.jpg","0"
"786953ce-f265-dfd3-4eb1-57674cdbe2fa.jpg","0"
"922eced4-48b8-8704-d24c-9f002a423ba9.jpg","0"
"155f6d5a-ce16-a974-2e3a-e905681ed116.jpg","0"
"65946b2b-0697-9ba2-8b75-2a4da68e2dc9.jpg","0"
"f2bf124e-136c-04a4-6e0f-6bd233fbb29a.jpg","0"
"1782056d-9cc2-43a0-86a3-d2b1ca938fa2.jpg","0"
"362eac91-d532-4eab-2760-8c56288e17cf.jpg","0"
"a739c2e8-9a0e-bd63-183f-3e09b106d56b.jpg","0"
"d834eaf1-e506-3bcf-351a-caf5f81dd52f.jpg","0"
"a4974bd4-9c97-67bb-1448-74b6c9473146.jpg","0"
"59ea77dd-da61-7f82-e663-686220315f1d.jpg","0"
"89caa605-1d4d-6b62-1f59-af667d55bd87.jpg","0"
"8980798c-d757-9223-e686-6bd8503ac344.jpg","0"
"50515411-1323-7816-9206-3a0853c11a72.jpg","0"
"572141e0-9757-af72-5426-3eb6c88a74cb.jpg","0"
"8b058cc2-8d6c-2995-1362-a3d5df4c6757.jpg","1"
"cfd99b6d-4b45-860e-b447-d8986b048971.jpg","0"
"254a59d9-7db0-64c3-ae63-6d874d6b23f3.jpg","0"
"e2d1165b-9285-a69b-d09d-ad3f43b37cd3.jpg","0"
"125cf904-fd19-a66a-51f5-11aa90209406.jpg","0"
"8770e552-1e0c-06db-e6be-d0bef22cc62f.jpg","0"
"fa1887b9-59bf-07eb-6b35-e328095447a6.jpg","0"
"6f9be6d3-3ac4-e99c-9e00-215759002e7b.jpg","0"
"e5ad6676-a491-9559-4cd4-5c7ec92ef838.jpg","0"
"5df4a39f-6389-b4bf-072a-67d255273832.jpg","0"
"a7b98b26-9289-5bb1-d90a-0224f5bfba45.jpg","0"
"69885dfa-5de9-0ef9-e014-0f51cffd2986.jpg","0"
"78208f66-d7ae-8e08-7453-c17dafd839d2.jpg","0"
"fc576af3-7224-ef22-ab5d-88cd64c4b41c.jpg","0"
"dbc2385e-1784-451e-a7dd-be188c2b9979.jpg","0"
"09f6aea5-4267-9ceb-43ee-b7b7df5e1ba3.jpg","0"
"5c9fa918-1797-b795-97e4-8472feda1e45.jpg","0"
"114ebcaa-854d-c40a-1058-79e02987dbdc.jpg","0"
"dd211089-cbf8-4feb-9a8f-f5ab7d5d3be8.jpg","0"
"5297c55e-56fd-940e-98f6-43e091834c63.jpg","0"
"d0ca88d9-b818-1f46-d34e-ff75b09e0155.jpg","0"
"99ffec29-eb09-4691-783e-7a9f5ec2b49f.jpg","0"
"4623d16a-f7e7-e7e4-3bd7-a5039216ff7b.jpg","0"
"89178933-eed1-6403-584b-95fe5b4ea6bb.jpg","0"
"f41b395e-7c9f-5813-6d62-51bd20143f30.jpg","0"
"1f788997-e873-e1bf-5434-0386ee1d3b1f.jpg","0"
"2c256695-85e9-e656-f485-765b2de0928c.jpg","1"
"a44bea06-3b85-7a57-daef-b16ab00e37ef.jpg","0"
"bb083aee-4484-6e10-0560-bbe6d0bef2d3.jpg","0"
"471c80e2-b216-682f-cf82-e45186bf6df6.jpg","0"
"e2490489-7032-37c3-3f4a-b24dfca84535.jpg","0"
"28fd5078-2bcb-4adc-1054-cbb219c0e361.jpg","0"
"c36c83c3-5f0a-2768-fe04-3728d8f75bfc.jpg","0"
"ca216e0b-03fc-b546-04f9-43fabf079234.jpg","0"
"85d8b428-1480-6b14-01c4-26dc830aac08.jpg","0"
"9ee5e5cf-59af-cb4e-0db7-050f3592bacb.jpg","0"
"98e85fe0-0a48-efdc-360f-c8b11e943f9c.jpg","0"
"e299171b-177d-2e4a-e0e6-022f739662e7.jpg","1"
"cd0226cd-0192-46fd-4ead-28000095d3a9.jpg","0"
"2103871d-20a8-f6e2-3caa-5bf2d8d874aa.jpg","0"
"14b568d4-9fc7-5352-83ef-f4a78cb49e0e.jpg","2"
"063ed60a-7852-ce2e-27d6-363bbbaf59f3.jpg","0"
"b9990dc2-411d-62e6-54b6-341b96ae3e4b.jpg","0"
"ef58cf87-e062-c32a-ba2b-b88f4ec139a4.jpg","0"
"196c8edc-675e-671f-5bb5-b3b75948b15d.jpg","0"
"9f0a5746-c4de-507a-5f86-0c1dfa673500.jpg","0"
"5acb8413-6932-31c0-2256-08ebea866f04.jpg","0"
"d4a7d285-1a44-9017-5670-7535025fb9ad.jpg","0"
"fd0fc50e-93bf-ae79-9297-945f007431f1.jpg","0"
"f5a17d3c-0e01-e7de-0c84-c3aae95de8be.jpg","0"
"3f3827b7-57a9-9f05-a323-b5a0a56130ec.jpg","0"
"1862987f-cdca-0981-1558-bf123f85b19f.jpg","0"
"31e53079-779a-8b2b-78be-34367248adb8.jpg","0"
"bfd974e2-0035-918f-ece6-3f45d232f3e1.jpg","1"
"7cf5d10e-f4f4-cf3c-a3cd-f4f2804c6215.jpg","0"
"916fe8e4-057b-4c8d-3fa6-f8efc7d8ce3c.jpg","0"
"c3fa1c2a-1a86-4d62-d564-2ceb6d5ac406.jpg","0"
"520df631-29e0-5d4e-5186-9724af89bbd5.jpg","0"
"c6ff4e8a-4899-5816-1600-582cdb618cad.jpg","0"
"2453b797-f444-b62f-dbbd-2d582ec9bb41.jpg","0"
"30b36f44-6a16-20bb-0a6e-28c2e5c68f2f.jpg","0"
"1fe20143-c244-6331-ed45-2228aaff6076.jpg","1"
"a8d5a9f5-7924-97ed-4c48-87df92e2c4e3.jpg","0"
"d518516a-6047-e9f6-93e4-b81e433a1ed0.jpg","0"
"e52f0759-418b-db2d-0571-74f41fc5769b.jpg","0"
"d10178c4-d1d5-9125-3f99-155993ec8d7a.jpg","1"
"5fd585ca-1b23-6dec-4de9-fe2efffb76da.jpg","0"
"5a97e8f2-3c4f-23d6-00d9-f53f8bfeb818.jpg","0"
"2e99fb38-1809-3e16-082e-4605f4aebf28.jpg","0"
"bb7ce66b-e6e3-6f24-fecb-f9a2d62708f3.jpg","0"
"ac489348-6ef4-14db-3a22-784b3349e565.jpg","0"
"90615389-257f-4cba-e73d-ecddb555b6d8.jpg","0"
"59e681a4-daaa-723b-6180-147fb1cbcbf3.jpg","0"
"9c6f76ae-b9f2-f2cd-5315-123286c51b82.jpg","0"
"77f26278-ddae-f394-dd97-e134e5399192.jpg","0"
"c109833e-296f-16ae-fea4-9cf71090c4a9.jpg","0"
"c139a870-a2ca-d95f-cd18-1725cd063b98.jpg","0"
"e31ec9c1-b6bb-f42a-a161-e06ad25071a5.jpg","0"
"13c3fef3-7064-9626-1562-ba20b516b331.jpg","0"
"52479bfe-a28e-8fd4-deca-5ca4e36fe7bf.jpg","0"
"6eaff0cb-376b-4ca7-5e9e-503808f6f647.jpg","0"
"b0bef008-7c46-54da-6952-3fe35af603c1.jpg","1"
"de6d588b-7a06-6a2c-0fa8-0d9925b1bfda.jpg","0"
"dc51aba7-b144-1afb-3488-9385fe418b26.jpg","0"
"1c263a84-bf85-0c13-1016-853a92e2baca.jpg","0"
"a21aafea-d9e4-f84a-bb15-bd5b692c48d6.jpg","0"
"7c348492-9ec7-7b76-6645-3ddee8e424a6.jpg","0"
"df6fccec-cc91-dfd0-8666-de507c4d217f.jpg","0"
"416072e2-2f60-b981-7c74-b9d72c9b8ca9.jpg","0"
"8bf7c8cc-b41e-5610-4176-92a3b4e71dfe.jpg","0"
"915f1a74-e5dd-cb86-fd6c-ce2181834a44.jpg","0"
"fe5a3294-7752-1174-ec19-152803ec985d.jpg","0"
"f61f82f9-a5c9-fceb-0077-f0f7cbafdc60.jpg","1"
"73b323fa-ea12-ff6a-227a-1eca3b0a21f9.jpg","0"
"e2d9f330-d921-b4ac-f8d5-c42c9e81a171.jpg","0"
"4b8e268b-ed73-4d41-ba4e-909633335b77.jpg","0"
"75fdc726-e7b5-f531-ae5d-600bdd4cbc01.jpg","0"
"4d0e565d-684c-9076-7a66-f0df705ad43f.jpg","1"
"e8073e00-9e3e-455e-d787-6f8eee1cad07.jpg","0"
"72727ac5-b28b-808a-c8a7-478ac340c0f5.jpg","1"
"733f1938-897e-16bf-79f5-dfb475d2feae.jpg","0"
"7ef395de-b606-1d6f-17b3-87d698c9e46e.jpg","0"
"28f8cc0c-0e78-7661-b9a2-188aede0af42.jpg","0"
"efb69af0-8e23-46b5-6d06-3fb8f578a0c6.jpg","1"
"32e342b5-ef61-a697-ccdf-83990a20f37e.jpg","1"
"47bcae64-99b2-9103-dcdc-dc113c8e4b1e.jpg","0"
"6cb7e146-dcb8-5c20-252e-f1fbdbf29e10.jpg","0"
"a0089677-06c6-dbaf-7283-97b1e6a2eb0e.jpg","0"
"92ce2fde-04a3-b2d7-793a-87b9d15c0ee0.jpg","1"
"0a0c45b9-59a0-a919-c518-feef555b05ec.jpg","0"
"7674ca81-9095-5956-942b-9ca1a5c58fe6.jpg","0"
"49bb3257-eafd-8e5b-4aa8-52ae88df1609.jpg","0"
"de620837-feaa-3cfe-5d80-605c9a775603.jpg","0"
"4c5be47e-5ac5-c9b8-2b2b-2b605d2b05fb.jpg","0"
"03c5495d-d103-1665-63db-df71f1730230.jpg","1"
"1c9a5250-22aa-14ec-0ec5-80c9456630e4.jpg","0"
"a07f16cb-a313-07a3-c000-b60ce0fc2c0f.jpg","0"
"b5a9a339-846d-568c-395d-a19c870b30ea.jpg","1"
"7c432b0a-c408-ac45-868c-1a8bd2630e98.jpg","0"
"b212655a-0f75-e0d9-2c33-c4e3a357052b.jpg","0"
"dd719545-5153-2ba1-e63a-b8b84c9b4bc3.jpg","0"
"3df50085-1e94-8123-093a-18d82d11ac4c.jpg","0"
"05e74f97-ea0f-4ef3-045d-faf34d1d755e.jpg","1"
"935dbd31-43ec-4231-1f70-9e684e77da3d.jpg","0"
"be0b6362-5c31-aaba-a09e-c035177ca31d.jpg","0"
"9d7408dc-96fc-86ee-f0df-e72f41ca8cf1.jpg","0"
"30091293-29f7-a335-9869-0d0d3f81117e.jpg","0"
"95ceab23-f30f-abf4-538a-5125d78eac73.jpg","1"
"5cd464e5-b335-fa27-b1e5-de90aaa2c2a9.jpg","0"
"1d5c0971-dbb8-d817-6ddd-0037d5ddc3f0.jpg","0"
"e97af384-e256-1661-6859-577eebcd019d.jpg","0"
"b013ac3e-9684-8521-22ec-1155249841b3.jpg","0"
"0d8667a3-14ba-f101-5af0-73d16673d397.jpg","0"
"ae24c89b-9807-7ac6-9125-d7f9a1ce53a7.jpg","0"
"fe928c06-4832-117b-11e6-366af4702540.jpg","1"
"b325414d-dc7c-21c9-10ef-ec25c9fe26cd.jpg","0"
"f709c955-f1eb-61a0-5cbc-7a631c80a4a7.jpg","0"
"2d603e93-9e2e-8f52-15c3-5ae6bd0ee41a.jpg","0"
"20a76a99-2951-25a7-6fb2-a6b8c94ecfd6.jpg","0"
"f8d71b9e-85d9-f236-75fb-6d68b53eccfa.jpg","0"
"061aac58-754b-33ff-593a-dfe76ef53eae.jpg","0"
"7afb9c83-189c-9a1b-0452-7336dfda93ef.jpg","0"
"46e0c00a-5fe7-77fd-7c98-5a9a7c15b6b1.jpg","0"
"8d3ac641-f36b-00a5-9129-e728e6c9e41d.jpg","0"
"8e31f323-184a-39b6-716e-b6f6f94a10e0.jpg","0"
"95074189-2088-6435-cf90-862cbd3760bd.jpg","0"
"158004c8-4ade-4300-b2e6-6db96f71c083.jpg","0"
"c6d30ce4-6a67-ef38-24c7-b01f664d1e30.jpg","0"
"4e1e4792-2f5a-0cb9-1cc5-fa04909df606.jpg","1"
"2eaff119-2d11-cf13-54db-aebc76c2427d.jpg","0"
"bed085b9-230d-1d54-a160-efb96a8ae630.jpg","0"
"71b25c92-c8d6-ee8c-cb88-f489ee8ececd.jpg","0"
"2c9eaae3-dff1-f5ea-73c1-d7ec1720a7dd.jpg","0"
"cb3d4b65-3a40-7327-1362-ca2d0d480c57.jpg","1"
"ab17ce3e-297a-b4b7-6774-b8e9e41a724b.jpg","0"
"c24ddc1d-8641-d268-40a3-546944fbdd6f.jpg","0"
"4a8421e4-e6b2-950e-31b0-2cbc71978faf.jpg","0"
"1dbaf9c5-a712-6935-2c45-ad7bee02aa3a.jpg","0"
"444a3ac6-82fb-f0f1-6c7c-907a7c5b0726.jpg","0"
"9b08613a-a276-e564-0296-d59a56580bea.jpg","0"
"4e05ec90-6c11-742d-706e-991aa5908479.jpg","0"
"e061096f-da5b-39d7-261a-822b62cc364e.jpg","0"
"e9681dfc-eed7-5722-d474-33ce49098c39.jpg","0"
"500503b6-0795-5b48-a2ac-8296be23380f.jpg","0"
"8733fef5-284f-00de-d247-b2822fc30148.jpg","1"
"04aa5ff9-b5e2-af26-a2f1-228b2ffd4b32.jpg","0"
"cf36e2ba-9c58-b0d0-62df-65e3e3dae389.jpg","0"
"f40b9a00-3f9e-cd13-121f-bc318f35ffd7.jpg","1"
"ee2a3aba-410b-3a3b-a570-bcde7057c3d3.jpg","0"
"c8e9df6e-5a4a-e424-64e4-b3cf9a66c604.jpg","0"
"df72dc24-1df3-f94a-f0d9-bc9cf266e6a8.jpg","0"
"c107eb24-6493-7105-c0a9-0681c2a3c603.jpg","0"
"a58a4b76-ce2b-faac-6bd5-77e5b9bf8770.jpg","1"
"cc0486f2-749e-906c-ef0c-4cd4ec96b0cb.jpg","0"
"dd6d0c1d-b4ef-0236-cfd5-d44f122174f6.jpg","0"
"d8090311-0446-01da-3726-84b3eaa98f4e.jpg","1"
"4ab27335-452f-0a9d-abdf-6b58295370bd.jpg","0"
"a7f342d1-4ec3-6d53-a95b-7aacc42b3bce.jpg","0"
"721654ae-8cb4-ceb3-b73f-c85b8389ce0a.jpg","0"
"d3b5afbe-ecf1-8eba-2cb7-2dcc6f17d204.jpg","1"
"4906f6bf-7e26-d188-79d9-1e104e8cdc7c.jpg","0"
"ab202840-e45f-2355-97cb-2f43cf280cb6.jpg","0"
"0d5d4c81-bdeb-c455-9987-9c5ae16683ca.jpg","0"
